,property,units,n_points,value,PID,formula,polymername
1,Glass transition temp.,C,2,269.5,P090064,C33H20O4,"poly{[4,4'-(9H-fluorene-9,9-diyl)diphenol]-alt-(isophthaloyl dichloride)}"
1,Glass transition temp.,C,2,279.0,P090065,C28H16O6,"poly{[4,4'-(3-oxo-1,3-dihydroisobenzofuran-1,1-diyl)diphenol]-alt-(terephthalic acid)}"
2,Melting temp.,C,2,370.0,P090065,C28H16O6,"poly{[4,4'-(3-oxo-1,3-dihydroisobenzofuran-1,1-diyl)diphenol]-alt-(terephthalic acid)}"
1,Glass transition temp.,C,2,282.5,P090066,C28H16O6,"poly{[4,4'-(3-oxo-1,3-dihydroisobenzofuran-1,1-diyl)diphenol]-alt-(isophthalic acid)}"
2,Melting temp.,C,1,355.0,P090066,C28H16O6,"poly{[4,4'-(3-oxo-1,3-dihydroisobenzofuran-1,1-diyl)diphenol]-alt-(isophthalic acid)}"
1,Glass transition temp.,C,3,74.5,P090075,C14H10O4,"poly[(ethylene glycol)-alt-(dimethyl naphthalene-1,5-dicarboxylate)]"
1,Glass transition temp.,C,2,64.0,P090076,C14H10O4,"poly[(ethylene glycol)-alt-(dimethyl naphthalene-1,4-dicarboxylate)]"
2,Melting temp.,C,1,170.0,P090076,C14H10O4,"poly[(ethylene glycol)-alt-(dimethyl naphthalene-1,4-dicarboxylate)]"
1,Melting temp.,C,1,67.0,P090084,C14H16O4,"poly[(benzene-1,4-dimethanol)-alt-(adipic acid)]"
1,Glass transition temp.,C,28,81.5,P090085,C2H2O2,poly(glycolic acid)
2,Melting temp.,C,27,190.0,P090085,C2H2O2,poly(glycolic acid)
4,Tensile modulus,GPa,4,0.185,P090085,C2H2O2,poly(glycolic acid)
1,Glass transition temp.,C,4,-4.0,P090087,C4H6O2,poly(butano-4-lactone)
2,Melting temp.,C,3,59.5,P090087,C4H6O2,poly(butano-4-lactone)
1,Glass transition temp.,C,11,-47.0,P090088,C5H8O2,poly(pentano-5-lactone)
2,Melting temp.,C,15,47.5,P090088,C5H8O2,poly(pentano-5-lactone)
4,Tensile modulus,GPa,1,0.57,P090088,C5H8O2,poly(pentano-5-lactone)
1,Glass transition temp.,C,284,46.5,P090089,C6H10O2,poly(epsilon-caprolactone)
2,Melting temp.,C,556,131.5,P090089,C6H10O2,poly(epsilon-caprolactone)
4,Tensile modulus,GPa,168,170.00145,P090089,C6H10O2,poly(epsilon-caprolactone)
1,Glass transition temp.,C,2,-46.0,P090090,C11H20O2,poly(undecano-11-lactone)
2,Melting temp.,C,3,88.0,P090090,C11H20O2,poly(undecano-11-lactone)
1,Glass transition temp.,C,3,-40.0,P090091,C13H24O2,poly(tridecanolactone)
2,Melting temp.,C,4,86.5,P090091,C13H24O2,poly(tridecanolactone)
1,Glass transition temp.,C,5,-51.5,P090092,C15H28O2,poly(pentadecanolactone)
2,Melting temp.,C,18,95.5,P090092,C15H28O2,poly(pentadecanolactone)
4,Tensile modulus,GPa,2,0.395,P090092,C15H28O2,poly(pentadecanolactone)
1,Glass transition temp.,C,1,-14.0,P090093,C7H12O2,poly(heptanolactone)
2,Melting temp.,C,3,73.0,P090093,C7H12O2,poly(heptanolactone)
1,Melting temp.,C,2,77.0,P090094,C8H14O2,poly(octanolactone)
1,Melting temp.,C,2,79.0,P090095,C9H16O2,poly(nonanolactone)
1,Melting temp.,C,8,82.0,P090096,C10H18O2,poly(10-hydroxycapric acid)
1,Melting temp.,C,4,87.5,P090097,C12H22O2,poly(dodecanolactone)
1,Melting temp.,C,1,96.0,P090098,C14H26O2,poly(tetradecanolactone)
1,Melting temp.,C,2,95.5,P090099,C16H30O2,poly(hexadecanolactone)
1,Melting temp.,C,3,44.0,P090100,C12H20O4,"poly[(pentane-1,5-diol)-alt-(heptanedioic acid)]"
1,Glass transition temp.,C,3,-71.0,P090101,C12H20O4,"poly[(hexane-1,6-diol)-alt-(adipic acid)]"
2,Melting temp.,C,13,58.0,P090101,C12H20O4,"poly[(hexane-1,6-diol)-alt-(adipic acid)]"
1,Melting temp.,C,3,64.0,P090102,C14H24O4,"poly[(hexane-1,6-diol)-alt-(octanedioic acid)]"
1,Melting temp.,C,1,67.0,P090103,C14H24O4,"poly[(octane-1,8-diol)-alt-(adipic acid)]"
1,Melting temp.,C,1,70.0,P090104,C16H28O4,"poly[(octane-1,8-diol)-alt-(octanedioic acid)]"
1,Glass transition temp.,C,1,-17.0,P090105,C28H52O4,"poly[(decane-1,10-diol)-alt-(octadecanedioic acid)]"
2,Melting temp.,C,1,92.0,P090105,C28H52O4,"poly[(decane-1,10-diol)-alt-(octadecanedioic acid)]"
1,Melting temp.,C,1,78.0,P090106,C18H32O4,"poly[(dodecane-1,12-diol)-alt-(adipic acid)]"
1,Melting temp.,C,1,80.0,P090107,C20H36O4,"poly[(dodecane-1,12-diol)-alt-(octanedioic acid)]"
1,Melting temp.,C,1,80.0,P090108,C20H36O4,"poly[(tetradecane-1,14-diol)-alt-(adipic acid)]"
1,Melting temp.,C,1,82.0,P090109,C22H40O4,"poly[(tetradecane-1,14-diol)-alt-(octanedioic acid)]"
1,Glass transition temp.,C,1,-15.0,P090110,C22H40O4,"poly[(hexadecane-1,16-diol)-alt-(adipic acid)]"
2,Melting temp.,C,2,86.0,P090110,C22H40O4,"poly[(hexadecane-1,16-diol)-alt-(adipic acid)]"
1,Glass transition temp.,C,1,-26.0,P090111,C24H44O4,"poly[(hexadecane-1,16-diol)-alt-(octanedioic acid)]"
2,Melting temp.,C,5,98.0,P090111,C24H44O4,"poly[(hexadecane-1,16-diol)-alt-(octanedioic acid)]"
1,Glass transition temp.,C,1,-10.0,P090113,C6H6O4,poly[(ethylene glycol)-alt-(but-2-enedioic acid)]
1,Glass transition temp.,C,96,67.0,P090134,C11H10O4,"poly[(propane-1,3-diol)-alt-(terephthalic acid)]"
2,Melting temp.,C,120,180.0,P090134,C11H10O4,"poly[(propane-1,3-diol)-alt-(terephthalic acid)]"
4,Tensile modulus,GPa,27,7.0065,P090134,C11H10O4,"poly[(propane-1,3-diol)-alt-(terephthalic acid)]"
1,Glass transition temp.,C,2,-22.5,P090135,C18H24O4,poly(decamethylene isophthalate)
2,Melting temp.,C,3,35.0,P090135,C18H24O4,poly(decamethylene isophthalate)
1,Glass transition temp.,C,2,37.5,P090136,C14H16O4,"poly(2,3-dimethylbutylene terephthalate)"
2,Melting temp.,C,3,115.5,P090136,C14H16O4,"poly(2,3-dimethylbutylene terephthalate)"
1,Glass transition temp.,C,4,21.5,P090137,C16H20O4,"poly(2,3-diethylbutylene terephthalate)"
1,Glass transition temp.,C,3,22.0,P090138,C18H24O4,"poly(2,3-dipropylbutylene terephthalate)"
1,Glass transition temp.,C,2,16.0,P090139,C20H28O4,"poly(2,3-dibutylbutylene terephthalate)"
1,Glass transition temp.,C,2,-15.5,P090140,C24H36O4,"poly(2,3-dihexylbutylene terephthalate)"
1,Glass transition temp.,C,1,-38.0,P090141,C32H52O4,"poly(2,3-didecylbutylene terephthalate)"
1,Glass transition temp.,C,1,-27.0,P090142,C44H76O4,"poly(2,3-dihexadecylbutylene terephthalate)"
2,Melting temp.,C,1,14.0,P090142,C44H76O4,"poly(2,3-dihexadecylbutylene terephthalate)"
1,Glass transition temp.,C,1,65.0,P090143,C18H24O4,"poly(2,3-diisopropylbutylene terephthalate)"
1,Glass transition temp.,C,1,237.0,P090144,C20H20O4,"poly[1,4-(3-methylpentyl)phenylene terephthalate]"
1,Melting temp.,C,1,350.0,P090145,C20H12O4,"poly(1,4-phenylphenylene terephthalate)"
1,Glass transition temp.,C,2,206.0,P090146,C20H18O4,poly[(2-cyclohexylhydroquinon)-alt-(terephthalic acid)]
1,Glass transition temp.,C,1,267.0,P090147,C21H18O4,poly{[2-(norbornan-2-yl)hydroquinon]-alt-(terephthalic acid)}
1,Melting temp.,C,3,213.0,P090151,C22H24O4,"poly(4,4'-biphenylylene sebacate)"
1,Melting temp.,C,1,100.5,P090156,C14H22N2O6S2,poly{[ethylene bis(sulfanylacetate)]-alt-(hexamethylene diisocyanate)}
1,Melting temp.,C,1,160.0,P090158,C21H20N2O6S2,"poly{[ethylene bis(2-sulfanylacetate)]-alt-[4,4'-methylenebis(phenyl isocyanate)]}"
1,Glass transition temp.,C,1,7.0,P090163,C13H14O4,poly(pentamethylene isophthalate)
2,Melting temp.,C,2,79.0,P090163,C13H14O4,poly(pentamethylene isophthalate)
1,Glass transition temp.,C,2,5.5,P090164,C14H16O4,poly(hexamethylene isophthalate)
2,Melting temp.,C,4,107.5,P090164,C14H16O4,poly(hexamethylene isophthalate)
1,Melting temp.,C,3,183.0,P090166,C25H30O4,"poly(4,4'-biphenylylene tridecanedioate)"
1,Glass transition temp.,C,1,95.0,P090167,C26H32O4,"poly(4,4'-biphenylylene tetradecanedioate)"
1,Melting temp.,C,1,39.0,P090168,C16H26O4,"poly{(octane-1,8-diol)-alt-[(E)-oct-4-enedioyl dichloride]}"
1,Melting temp.,C,2,88.0,P090169,C14H22O4,"poly(1,4-cyclohexylenedimethylene adipate)"
1,Glass transition temp.,C,1,-1.0,P090170,C12H18O4,"poly(1,4-cyclohexylenedimethylene succinate)"
2,Melting temp.,C,3,103.0,P090170,C12H18O4,"poly(1,4-cyclohexylenedimethylene succinate)"
1,Glass transition temp.,C,2,-46.0,P090171,C9H14O4,poly(ethylene pimelate)
2,Melting temp.,C,2,30.5,P090171,C9H14O4,poly(ethylene pimelate)
1,Glass transition temp.,C,2,-1.0,P090172,C15H18O4,"poly[(heptane-1,7-diol)-alt-(terephthalic acid)]"
2,Melting temp.,C,5,94.5,P090172,C15H18O4,"poly[(heptane-1,7-diol)-alt-(terephthalic acid)]"
1,Glass transition temp.,C,1,66.0,P090173,C8H12O4,poly(hexamethylene oxalate)
2,Melting temp.,C,1,71.0,P090173,C8H12O4,poly(hexamethylene oxalate)
1,Melting temp.,C,3,350.5,P090174,C7H4O2,poly(p-hydroxybenzoic acid)
1,Glass transition temp.,C,124,-3.0,P090175,C4H6O2,poly(3-hydroxybutyric acid)
2,Melting temp.,C,261,129.0,P090175,C4H6O2,poly(3-hydroxybutyric acid)
4,Tensile modulus,GPa,56,2.69,P090175,C4H6O2,poly(3-hydroxybutyric acid)
1,Glass transition temp.,C,1237,35.5,P090176,C3H4O2,poly(lactic acid)
2,Melting temp.,C,1312,132.0,P090176,C3H4O2,poly(lactic acid)
4,Tensile modulus,GPa,470,65.0000027,P090176,C3H4O2,poly(lactic acid)
1,Glass transition temp.,C,11,29.0,P090177,C3H4O2,poly(3-hydroxypropionic acid)
2,Melting temp.,C,22,92.5,P090177,C3H4O2,poly(3-hydroxypropionic acid)
1,Melting temp.,C,1,143.0,P090178,C4H5ClO2,poly(3-chloromethyl-3-hydroxypropionic acid)
1,Melting temp.,C,1,142.0,P090179,C4H4Cl2O2,poly(3-dichloromethyl-3-hydroxypropionic acid)
1,Glass transition temp.,C,1,17.0,P090181,C12H20O4,"poly[5-hydroxy-2-(1,3-dioxane)-caprylic acid]"
2,Melting temp.,C,1,132.0,P090181,C12H20O4,"poly[5-hydroxy-2-(1,3-dioxane)-caprylic acid]"
1,Glass transition temp.,C,1,60.0,P090182,C7H12O2,"poly(2,2-diethyl-3-hydroxypropionic acid)"
2,Melting temp.,C,2,244.0,P090182,C7H12O2,"poly(2,2-diethyl-3-hydroxypropionic acid)"
1,Glass transition temp.,C,6,27.0,P090183,C5H8O2,poly(pivalolactone)
2,Melting temp.,C,32,183.0,P090183,C5H8O2,poly(pivalolactone)
4,Tensile modulus,GPa,1,1.1,P090183,C5H8O2,poly(pivalolactone)
1,Glass transition temp.,C,3,-16.5,P090184,C5H8O2,poly(3-hydroxypentanoic acid)
2,Melting temp.,C,6,116.0,P090184,C5H8O2,poly(3-hydroxypentanoic acid)
1,Glass transition temp.,C,5,0.0,P090185,C6H10O2,poly(2-ethyl-2-methyl-3-hydroxypropionic acid)
2,Melting temp.,C,17,161.0,P090185,C6H10O2,poly(2-ethyl-2-methyl-3-hydroxypropionic acid)
4,Tensile modulus,GPa,1,0.25,P090185,C6H10O2,poly(2-ethyl-2-methyl-3-hydroxypropionic acid)
1,Melting temp.,C,2,80.5,P090186,C6H10O2,poly(3-isopropyl-3-hydroxypropionic acid)
1,Glass transition temp.,C,3,-26.0,P090187,C4H6O2,poly(2-methyl-3-hydroxypropionic acid)
2,Melting temp.,C,2,97.5,P090187,C4H6O2,poly(2-methyl-3-hydroxypropionic acid)
1,Glass transition temp.,C,12,13.0,P090188,C7H12O2,"poly(D,L-2-methyl-2-propyl-3-hydroxypropionic acid)"
2,Melting temp.,C,17,87.0,P090188,C7H12O2,"poly(D,L-2-methyl-2-propyl-3-hydroxypropionic acid)"
4,Tensile modulus,GPa,5,1.015,P090188,C7H12O2,"poly(D,L-2-methyl-2-propyl-3-hydroxypropionic acid)"
1,Glass transition temp.,C,6,158.0,P090189,C4H3Cl3O2,poly(3-trichloromethyl-3-hydroxypropionic acid)
2,Melting temp.,C,3,253.0,P090189,C4H3Cl3O2,poly(3-trichloromethyl-3-hydroxypropionic acid)
4,Tensile modulus,GPa,2,17.5,P090189,C4H3Cl3O2,poly(3-trichloromethyl-3-hydroxypropionic acid)
1,Glass transition temp.,C,3,16.0,P090190,C17H22O4,poly(nonamethylene terephthalate)
2,Melting temp.,C,4,91.5,P090190,C17H22O4,poly(nonamethylene terephthalate)
1,Glass transition temp.,C,6,20.0,P090191,C16H20O4,"poly[(terephthalic acid)-alt-(octane-1,8-diol)]"
2,Melting temp.,C,8,136.5,P090191,C16H20O4,"poly[(terephthalic acid)-alt-(octane-1,8-diol)]"
1,Glass transition temp.,C,1,90.0,P090192,C12H12O4,poly(p-phenylene adipate)
2,Melting temp.,C,2,231.5,P090192,C12H12O4,poly(p-phenylene adipate)
1,Melting temp.,C,2,65.0,P090193,C15H26O4,poly(trimethylene dodecanedioate)
1,Melting temp.,C,3,75.5,P090194,C21H38O4,poly(trimethylene octadecanedioate)
1,Melting temp.,C,1,59.0,P090195,C14H24O4,poly(trimethylene undecanedioate)
1,Melting temp.,C,3,103.0,P090197,C4H4O2,poly(3-hydroxy-3-butenoic acid)
1,Melting temp.,C,1,285.0,P090198,C11H12O2,poly(benzaldehyde-alt-dimethylketene)
1,Melting temp.,C,1,260.0,P090199,C11H11ClO2,poly-(p-chlorobenzaldehyde-alt-dimethylketene)
1,Melting temp.,C,1,240.0,P090200,C12H14O3,poly(p-methoxybenzaldehyde-alt-dimethylketene)
1,Melting temp.,C,1,240.0,P090201,C11H11NO4,poly(m-nitrobenzaldehyde-alt-dimethylketene)
1,Melting temp.,C,1,330.0,P090202,C20H12O2S2,"poly[(1,1'-biphenyl-4,4'-dithiol)-alt-(isophthaloyl dichloride)]"
1,Melting temp.,C,1,350.0,P090203,C20H12O2S2,"poly[(1,1'-biphenyl-4,4'-dithiol)-alt-(terephthaloyl dichloride)]"
1,Melting temp.,C,1,350.0,P090204,C26H24O4,"poly[(4,4'-diacetoxy-2,2'-dipropylbiphenyl)-alt-(dimethyl terephthalate)]"
1,Melting temp.,C,1,250.0,P090206,C14H10O2,"poly(4,4'-biphenyldicarboxaldehyde)"
1,Melting temp.,C,2,43.5,P090207,C17H28O4,"poly(1,4-cyclohexylenedimethylene azelaate)"
1,Glass transition temp.,C,5,64.5,P090208,C16H24O4,"poly(1,4-cyclohexylenedimethylene 1,4-cyclohexylenedicarboxylate)"
2,Melting temp.,C,3,224.5,P090208,C16H24O4,"poly(1,4-cyclohexylenedimethylene 1,4-cyclohexylenedicarboxylate)"
1,Melting temp.,C,2,64.0,P090210,C20H34O4,"poly(1,4-cyclohexylenedimethylene dodecanedioate)"
1,Melting temp.,C,1,48.0,P090211,C13H20O4,"poly(1,4-cyclohexylenedimethylene glutarate)"
1,Glass transition temp.,C,1,70.0,P090212,C16H18O4,"poly(1,4-cyclohexylenedimethylene isophthalate)"
2,Melting temp.,C,1,193.5,P090212,C16H18O4,"poly(1,4-cyclohexylenedimethylene isophthalate)"
1,Melting temp.,C,1,284.0,P090213,C20H20O4,"poly[(dimethyl naphthalene-2,6-dicarboxylate)-alt-(cyclohexane-1alpha,4alpha-dimethanol)]"
1,Melting temp.,C,1,213.0,P090214,C10H14O4,poly(cyclohexylenedimethylene oxalate)
1,Melting temp.,C,1,47.5,P090215,C18H22O4,"poly[(cyclohexane-1,4-dimethanol)-alt-(dimethyl benzene-1,4-diacetate)]"
1,Melting temp.,C,2,30.0,P090216,C15H24O4,"poly(1,4-cyclohexylenedimethylene pimelate)"
1,Melting temp.,C,6,62.0,P090217,C18H30O4,"poly(1,4-cyclohexylenedimethylene sebacate)"
1,Melting temp.,C,2,71.5,P090218,C16H26O4,"poly(1,4-cyclohexylenedimethylene suberate)"
1,Melting temp.,C,1,181.0,P090220,C14H22O4,"poly(1,4-cyclohexylene suberate)"
1,Melting temp.,C,1,100.0,P090221,C13H12O4,"poly{(dimethyl terephthalate)-alt-[(1R,2R)-1,2-cyclopropanedimethanol]"
1,Melting temp.,C,2,130.0,P090222,C13H12O4,poly(cyclopropylenedimethylene terephthalate)
1,Melting temp.,C,1,-2.5,P090223,C17H30O4,poly(decamethylene 3-methyladipate)
1,Glass transition temp.,C,1,-12.0,P090224,C28H50N2O6,"poly((decane-1,10-diol)-alt-{diethyl 6,6'-[hexanedioylbis(imino)]dihexanohate})"
2,Melting temp.,C,1,137.0,P090224,C28H50N2O6,"poly((decane-1,10-diol)-alt-{diethyl 6,6'-[hexanedioylbis(imino)]dihexanohate})"
1,Melting temp.,C,1,-5.0,P090225,C24H28O4,"poly(decamethylene 2,2'-dibenzoate)"
1,Melting temp.,C,1,88.0,P090226,C24H28O4,"poly(decamethylene 3,3'-dibenzoate)"
1,Glass transition temp.,C,4,46.0,P090227,C24H28O4,"poly(decamethylene 4,4'-dibenzoate)"
2,Melting temp.,C,5,148.5,P090227,C24H28O4,"poly(decamethylene 4,4'-dibenzoate)"
1,Melting temp.,C,1,277.0,P090231,C28H34N2O6,"poly(decamethylene N,N'-ethylenediterephthalamate)"
1,Melting temp.,C,1,158.0,P090232,C18H25NO4,poly(decamethylene p-carboxycarbanilate)
1,Melting temp.,C,2,127.0,P090233,C18H25NO4,poly(decamethylene m-carboxycarbanilate)
1,Melting temp.,C,1,235.0,P090234,C32H42N2O6,"poly(decamethylene N,N'-hexamethylenediterephthalamate)"
1,Melting temp.,C,1,31.5,P090235,C13H22O4,poly(decamethylene malonate)
1,Melting temp.,C,1,205.0,P090236,C31H40N2O6,"poly{(decane-1,10-diol)-alt-[4,4'-(pentane-1,5-diyldicarbamoyl)dibenzoic acid]}"
1,Melting temp.,C,1,64.5,P090237,C17H30O4,poly(decamethylene pimelate)
1,Melting temp.,C,2,49.5,P090238,C14H24O6,"poly(decamethylene D-1,2-dihydroxysuccinate)"
1,Melting temp.,C,1,99.5,P090239,C20H36O6S,"poly[(decane-1,10-diol)-alt-(5,5'-sulfonyldipentanoic acid)]"
1,Melting temp.,C,1,166.0,P090240,C30H46N2O6,"poly{(decane-1,10-diol)-alt-[dimethyl 6,6'-(terephthaloyldiimino)dihexanoate]}"
1,Melting temp.,C,1,261.0,P090241,C30H38N2O6,"poly((heptane-1,7-diol)-alt-{4,4'-[butane-1,4-diylbis(iminocarbonyl)]dibenzoic acid})"
1,Melting temp.,C,1,222.0,P090242,C29H36N2O6,"poly((decane-1,10-diol)-alt-{dimethyl 4,4'-[pentane-1,3-diylbis(iminocarbonyl)]dibenzoate})"
1,Melting temp.,C,1,134.0,P090243,C30H54N2O6,"poly((dodecane-1,12-diol)-alt-{diethyl 6,6'-[hexanedioylbis(imino)]dihexanohate})"
1,Melting temp.,C,1,167.0,P090244,C38H54N2O6,"poly{(dodecane-1,12-diol)-alt-[dimethyl 4,4'-(dodecanedioyldiimino)dibenzoate]}"
1,Melting temp.,C,1,264.0,P090245,C30H38N2O6,"poly((dodecane-1,12-diol)-alt-{dimethyl 4,4'-[ethylenebis(iminocarbonyl)]dibenzoate})"
1,Melting temp.,C,1,231.0,P090246,C34H46N2O6,"poly{(dodecane-1,12-diol)-alt-[dimethyl 4,4'-(hexane-1,6-diyldicarbamoyl)dibenzoate]}"
1,Melting temp.,C,1,206.0,P090247,C33H44N2O6,"poly{(dodecane-1,12-diol)-alt-[4,4'-(pentane-1,5-diyldicarbamoyl)dibenzoic acid]}"
1,Melting temp.,C,1,163.0,P090248,C32H50N2O6,"poly{(dodecane-1,12-diol)-alt-[dimethyl 6,6'-(terephthaloyldiimino)dihexanoate]}"
1,Melting temp.,C,1,258.0,P090249,C32H42N2O6,"poly((heptane-1,7-diol)-alt-{4,4'-[butane-1,4-diylbis(iminocarbonyl)]dibenzoic acid})"
1,Melting temp.,C,1,216.0,P090250,C31H40N2O6,"poly((dodecane-1,12-diol)-alt-{dimethyl 4,4'-[propane-1,3-diylbis(iminocarbonyl)]dibenzoate})"
1,Melting temp.,C,4,86.0,P090251,C26H48O4,"poly[(icosane-1,20-diol)-alt-(adipic acid)]"
1,Melting temp.,C,1,58.5,P090252,C27H50O4,"poly[(icosane-1,20-diol)-alt-(dimethyl 3-methylhexanedioate)]"
1,Melting temp.,C,2,85.0,P090253,C29H54O4,"poly[(icosane-1,20-diol)-alt-(nonanedioic acid)]"
1,Melting temp.,C,1,90.0,P090254,C34H48O4,"poly[(icosane-1,20-diol)-alt-(biphenyl-3,3'-dicarboxylic acid)]"
1,Melting temp.,C,1,113.5,P090255,C34H48O4,"poly[(icosane-1,20-diol)-alt-(biphenyl-4,4'-dicarboxylic acid)]"
1,Melting temp.,C,4,78.5,P090256,C25H46O4,"poly[(icosane-1,20-diol)-alt-(glutaric acid)]"
1,Melting temp.,C,2,48.0,P090258,C28H44O4,"poly[(icosane-1,20-diol)-alt-(isophthalic acid)]"
1,Glass transition temp.,C,2,-34.5,P090259,C23H42O4,"poly[(icosane-1,20-diol)-alt-(malonic acid)]"
2,Melting temp.,C,2,62.5,P090259,C23H42O4,"poly[(icosane-1,20-diol)-alt-(malonic acid)]"
4,Tensile modulus,GPa,1,0.01,P090259,C23H42O4,"poly[(icosane-1,20-diol)-alt-(malonic acid)]"
1,Melting temp.,C,1,89.0,P090260,C22H40O4,"poly[(icosane-1,20-diol)-alt-(oxalic acid)]"
1,Melting temp.,C,2,49.5,P090261,C28H44O4,"poly[(icosane-1,20-diol)-alt-(phthalic acid)]"
1,Melting temp.,C,1,83.0,P090262,C27H50O4,"poly[(icosane-1,20-diol)-alt-(heptanedioic acid)]"
1,Melting temp.,C,4,89.5,P090263,C30H56O4,"poly[(icosane-1,20-diol)-alt-(decanedioic acid)]"
1,Melting temp.,C,2,87.0,P090264,C28H52O4,"poly[(icosane-1,20-diol)-alt-(octanedioic acid)]"
1,Melting temp.,C,2,87.5,P090265,C24H44O4,"poly[(icosane-1,20-diol)-alt-(succinic acid)]"
1,Melting temp.,C,1,115.5,P090266,C30H56O6S,"poly[(icosane-1,20-diol)-alt-(5,5'-sulfonyldipentanoic acid)]"
1,Melting temp.,C,2,110.5,P090267,C28H44O4,"poly[(icosane-1,20-diol)-alt-(terephthalic acid)]"
1,Melting temp.,C,4,-22.5,P090268,C9H14O4,"poly[(propane-1,2-diol)-alt-(adipic acid)]"
1,Melting temp.,C,1,163.0,P090269,C20H34N2O6,"poly((ethylene glycol)-alt-{diethyl 6,6'-[hexanedioylbis(imino)]dihexanohate})"
1,Melting temp.,C,1,-42.0,P090270,C12H20O4,"poly[(propane-1,2-diol)-alt-(nonanedioic acid)]"
1,Glass transition temp.,C,2,25.0,P090271,C10H14O4,"poly[(ethylene glycol)-alt-(cyclohexane-1,4-dicarboxylic acid)]"
2,Melting temp.,C,1,64.0,P090271,C10H14O4,"poly[(ethylene glycol)-alt-(cyclohexane-1,4-dicarboxylic acid)]"
1,Melting temp.,C,2,113.0,P090272,C16H12O4,"poly[(ethylene glycol)-alt-(biphenyl-2,2'-dicarboxylic acid)]"
1,Melting temp.,C,1,53.0,P090273,C17H14O4,"poly[(propane-1,2-diol)-alt-(biphenyl-2,2'-dicarboxylic acid)]"
1,Melting temp.,C,1,120.5,P090274,C16H12O4,"poly[(ethylene glycol)-alt-(biphenyl-3,3'-dicarboxylic acid)]"
1,Melting temp.,C,1,95.0,P090275,C17H14O4,"poly[(propane-1,2-diol)-alt-(biphenyl-3,3'-dicarboxylic acid)]"
1,Glass transition temp.,C,3,70.0,P090276,C16H12O4,"poly[(ethylene glycol)-alt-(biphenyl-4,4'-dicarboxylic acid)]"
2,Melting temp.,C,3,316.5,P090276,C16H12O4,"poly[(ethylene glycol)-alt-(biphenyl-4,4'-dicarboxylic acid)]"
1,Melting temp.,C,1,135.0,P090277,C17H14O4,"poly[(propane-1,2-diol)-alt-(biphenyl-4,4'-dicarboxylic acid)]"
1,Melting temp.,C,1,154.0,P090279,C8H12O2S2,"poly[(ethane-1,2-dithiol)-alt-(adipic acid)]"
1,Melting temp.,C,1,242.0,P090283,C28H34N2O6,"poly{(ethylene glycol)-alt-[dimethyl 4,4'-(dodecanedioyldiimino)dibenzoate]}"
1,Melting temp.,C,1,80.0,P090284,C10H8O2S2,poly[(ethylene glycol)-alt-(diethyl dithioisophthalate)]
1,Melting temp.,C,3,-18.5,P090285,C8H12O4,"poly[(propane-1,2-diol)-alt-(glutaric acid)]"
1,Melting temp.,C,1,155.0,P090287,C22H24O4,"poly{(ethylene glycol)-alt-[4,4'-(hexane-1,6-diyl)dibenzoic acid]}"
1,Glass transition temp.,C,6,77.0,P090288,C11H10O4,"poly[(propane-1,2-diol)-alt-(isophthalic acid)]"
2,Melting temp.,C,2,83.5,P090288,C11H10O4,"poly[(propane-1,2-diol)-alt-(isophthalic acid)]"
1,Melting temp.,C,1,320.0,P090289,C17H14O4,"poly[(ethylene glycol)-alt-(4,4'-methylenedibenzoic acid)]"
1,Melting temp.,C,4,114.5,P090290,C12H12O4,"poly[(ethylene glycol)-alt-(benzene-1,4-diacetic acid)]"
1,Melting temp.,C,2,197.0,P090291,C40H58N2O6,"poly((dodecane-1,12-diol)-alt-{dimethyl 4,4'-[dodecane-1,12-diylbis(iminocarbonyl)]dibenzoate})"
1,Melting temp.,C,1,244.0,P090292,C30H38N2O6,"poly((ethylene glycol)-alt-{dimethyl 4,4'-[dodecane-1,12-diylbis(iminocarbonyl)]dibenzoate})"
1,Melting temp.,C,2,129.0,P090293,C24H42N2O6,"poly({5,5'-[(hexane-1,6-diyl)dicarbamoyl]dipentanol}-alt-(dimethyl adipate))"
1,Melting temp.,C,2,214.0,P090294,C34H46N2O6,"poly((hexane-1,6-diol)-alt-{dimethyl 4,4'-[dodecane-1,12-diylbis(iminocarbonyl)]dibenzoate})"
1,Melting temp.,C,4,259.0,P090295,C28H34N2O6,"poly{(hexane-1,6-diol)-alt-[dimethyl 4,4'-(hexane-1,6-diyldicarbamoyl)dibenzoate]}"
1,Glass transition temp.,C,1,-7.0,P090296,C24H42N2O6,"poly((hexane-1,6-diol)-alt-{diethyl 6,6'-[hexanedioylbis(imino)]dihexanohate})"
2,Melting temp.,C,1,147.0,P090296,C24H42N2O6,"poly((hexane-1,6-diol)-alt-{diethyl 6,6'-[hexanedioylbis(imino)]dihexanohate})"
1,Melting temp.,C,3,53.5,P090297,C15H26O4,"poly[(hexane-1,6-diol)-alt-(nonanedioic acid)]"
1,Melting temp.,C,1,6.5,P090298,C20H20O4,"poly[(hexane-1,6-diol)-alt-(biphenyl-2,2'-dicarboxylic acid)]"
1,Melting temp.,C,1,54.0,P090299,C20H20O4,"poly[(hexane-1,6-diol)-alt-(biphenyl-3,3'-dicarboxylic acid)]"
1,Glass transition temp.,C,5,60.0,P090300,C20H20O4,"poly[(hexane-1,6-diol)-alt-(biphenyl-4,4'-dicarboxylic acid)]"
